BGC Name	BiGSCAPE GCF	Genome Name	Taxonomy	BGC Type	Study source	Peripla_BP_2 (Y/N)	FecCD (Y/N)	Tonb_dep_Rec (Y/N)
SRS295014_30-001	2040	SRS295014_30	Escherichia	nrps	Adult	1	1	0
SRS393412_2-001	1867	SRS393412_2	Escherichia	nrps	Adult	1	1	1
SRS294913_10-001	2040	SRS294913_10	Escherichia	nrps	Adult	1	1	1
ERS473359_5-001	2040	ERS473359_5	Escherichia	nrps	Adult	1	1	1
SRS1719456_4-001	2021	SRS1719456_4	Escherichia	nrps	Adult	1	1	1
SRS371420_7-001	1941	SRS371420_7	Escherichia	nrps	Adult	1	1	1
ERS608585_46-002	1953	ERS608585_46	Escherichia	nrps	Adult	1	1	1
SRS1735628_2-004	1916	SRS1735628_2	Escherichia	siderophore	Adult	0	1	1
ERS473128_3-002	2021	ERS473128_3	Escherichia	nrps	Adult	1	1	1
SRS371645_3-002	2021	SRS371645_3	Escherichia	nrps	Adult	1	1	1
SRS1170828_5-002	2040	SRS1170828_5	Escherichia	nrps	Adult	1	1	1
ERS396404_8-001	1953	ERS396404_8	Escherichia	nrps	Adult	1	1	0
ERS396403_19-002	2040	ERS396403_19	Escherichia	nrps	Adult	1	1	1
dasN5_269_055G1_maxbin2.maxbin.002.fasta-c00001_N5_269_...region001	3057	dasN5_269_055G1_maxbin2.maxbin.002.fasta	Escherichia	thiopeptide	Infant	1	1	1
SRS1735507_4-003	1941	SRS1735507_4	Escherichia	nrps	Adult	1	1	1
ERS473300_9-006	1916	ERS473300_9	Escherichia	siderophore	Adult	0	1	1
ERS473185_1-004	1916	ERS473185_1	Escherichia	siderophore	Adult	0	1	1
dasN5_278_096G1_abawaca.59.fasta-c00052_N5_278_...region001	2040	dasN5_278_096G1_abawaca.59.fasta	Escherichia	NRPS	Infant	1	1	0
SRS1735607_3-005	1911	SRS1735607_3	Escherichia	other	Adult	1	1	0
dasN5_228_000G1_maxbin2.maxbin.004.fasta-c00002_N5_228_...region001	1867	dasN5_228_000G1_maxbin2.maxbin.004.fasta	Escherichia	NRPS	Infant	1	1	1
ERS473105_1-001	2021	ERS473105_1	Escherichia	nrps	Adult	1	1	1
ERS537351_56-002	2021	ERS537351_56	Escherichia	nrps	Adult	1	1	1
SRS476094_128-001	1953	SRS476094_128	Escherichia	nrps	Adult	1	1	1
SRS255876_10-003	1941	SRS255876_10	Escherichia	nrps	Adult	1	1	1
SRS414186_5-001	2021	SRS414186_5	Escherichia	nrps	Adult	1	1	1
ERS537372_39-003	1953	ERS537372_39	Escherichia	nrps	Adult	1	1	0
SRS294822_5-001	2040	SRS294822_5	Escherichia	nrps	Adult	1	1	1
dasN5_217_014G1_concoct_27-c00004_N5_217_...region001	1941	dasN5_217_014G1_concoct_27	Escherichia	NRPS	Infant	1	1	1
SRS017521_54-001	2040	SRS017521_54	Escherichia	nrps	Adult	1	1	1
ERS473094_4-002	1867	ERS473094_4	Escherichia	nrps	Adult	1	1	1
SRS414279_1-001	1867	SRS414279_1	Escherichia	nrps	Adult	1	1	1
dasN2_035_053G1_concoct_10-c00007_35_024_...region001	2040	dasN2_035_053G1_concoct_10	Escherichia	NRPS	Infant	1	1	1
SRS1596774_49-001	2040	SRS1596774_49	Escherichia	nrps	Adult	1	1	0
ERS235598_31-001	2021	ERS235598_31	Escherichia	nrps	Adult	1	1	1
ERS473164_18-001	1867	ERS473164_18	Escherichia	nrps	Adult	1	1	1
SRS294935_35-001	2040	SRS294935_35	Escherichia	nrps	Adult	1	1	1
dasN4_131_009G1_concoct_2-c00001_N4_131_...region001	1867	dasN4_131_009G1_concoct_2	Escherichia	NRPS	Infant	1	1	1
SRS1719351_7-001	1953	SRS1719351_7	Escherichia	nrps	Adult	1	1	1
ERS473037_4-001	2040	ERS473037_4	Escherichia	nrps	Adult	1	1	1
ERS537180_2-001	1953	ERS537180_2	Escherichia	nrps	Adult	0	1	1
ERS396402_15-001	2040	ERS396402_15	Escherichia	nrps	Adult	1	1	1
SRS335588_2-002	2040	SRS335588_2	Escherichia	nrps	Adult	1	1	1
SRS372986_1-001	2040	SRS372986_1	Escherichia	nrps	Adult	1	1	1
SRS1170776_13-001	2040	SRS1170776_13	Escherichia	nrps	Adult	1	1	0
ERS473146_8-002	2040	ERS473146_8	Escherichia	nrps	Adult	1	1	1
dasN5_269_016G1_concoct_1-c00001_N5_269_...region002	2021	dasN5_269_016G1_concoct_1	Escherichia	NRPS	Infant	1	1	1
ERS396344_12-001	1867	ERS396344_12	Escherichia	nrps	Adult	1	1	1
ERS473418_13-001	2021	ERS473418_13	Escherichia	nrps	Adult	1	1	1
SRS475546_82-001	2040	SRS475546_82	Escherichia	nrps	Adult	1	1	1
SRS476345_4-005	2021	SRS476345_4	Escherichia	nrps	Adult	1	1	1
ERS537345_17-001	1953	ERS537345_17	Escherichia	nrps	Adult	1	1	1
ERS473140_6-001	2021	ERS473140_6	Escherichia	nrps	Adult	1	1	1
dasN1_019_000G1_abawaca.9.fasta-c00002_N1_019_...region001	1867	dasN1_019_000G1_abawaca.9.fasta	Escherichia	NRPS	Infant	1	1	1
SRS383469_2-004	2021	SRS383469_2	Escherichia	nrps	Adult	1	1	1
SRS476101_15-001	1953	SRS476101_15	Escherichia	nrps	Adult	1	1	1
dasN1_008_008G1_abawaca.5.fasta-c00002_b008-d0...region001	1867	dasN1_008_008G1_abawaca.5.fasta	Escherichia	NRPS	Infant	1	1	1
SRS414132_3-002	2021	SRS414132_3	Escherichia	nrps	Adult	1	1	1
ERS473205_9-002	1867	ERS473205_9	Escherichia	nrps	Adult	1	1	1
SRS372702_16-001	1941	SRS372702_16	Escherichia	nrps	Adult	1	1	1
SRS259523_82-001	2021	SRS259523_82	Escherichia	nrps	Adult	1	1	1
SRS371888_2-001	1867	SRS371888_2	Escherichia	nrps	Adult	1	1	1
SRS371614_2-002	1941	SRS371614_2	Escherichia	nrps	Adult	1	1	1
SRS373067_1-001	1867	SRS373067_1	Escherichia	nrps	Adult	1	1	1
ERS396294_24-001	1867	ERS396294_24	Escherichia	nrps	Adult	1	1	1
SRS372586_14-002	1953	SRS372586_14	Escherichia	nrps	Adult	1	1	1
SRS372726_16-003	1941	SRS372726_16	Escherichia	nrps	Adult	1	1	1
SRS373173_2-003	2040	SRS373173_2	Escherichia	nrps	Adult	1	1	0
ERS473227_9-003	1953	ERS473227_9	Escherichia	nrps	Adult	1	1	1
SRS295015_15-001	2021	SRS295015_15	Escherichia	nrps	Adult	1	1	1
SRS259529_28-003	1953	SRS259529_28	Escherichia	nrps	Adult	0	1	1
ERS473346_48-002	1867	ERS473346_48	Escherichia	nrps	Adult	1	1	1
SRS371486_3-005	2021	SRS371486_3	Escherichia	nrps	Adult	1	1	1
SRS1170764_1-001	2040	SRS1170764_1	Escherichia	nrps	Adult	1	1	0
SRS255865_9-001	2021	SRS255865_9	Escherichia	nrps	Adult	1	1	1
ERS235580_5-002	1953	ERS235580_5	Escherichia	nrps	Adult	1	1	0
SRS294923_7-001	2040	SRS294923_7	Escherichia	nrps	Adult	1	1	1
SRS372989_4-001	1867	SRS372989_4	Escherichia	nrps	Adult	1	1	1
SRS882242_101-002	2040	SRS882242_101	Escherichia	nrps	Adult	1	1	0
SRS1735500_15-002	1953	SRS1735500_15	Escherichia	nrps	Adult	0	1	1
ERS473274_26-002	1941	ERS473274_26	Escherichia	nrps	Adult	1	1	1
SRS1719495_3-003	1867	SRS1719495_3	Escherichia	nrps	Adult	1	1	1
SRS1735538_6-003	2021	SRS1735538_6	Escherichia	nrps	Adult	1	1	1
ERS608617_34-001	1953	ERS608617_34	Escherichia	nrps	Adult	1	1	1
dasN4_150_014G1_maxbin2.maxbin.001.fasta-c00013_N4_150_...region001	1953	dasN4_150_014G1_maxbin2.maxbin.001.fasta	Escherichia	NRPS	Infant	1	1	1
SRS1719401_5-001	2021	SRS1719401_5	Escherichia	nrps	Adult	1	1	1
SRS255708_12-002	1953	SRS255708_12	Escherichia	nrps	Adult	1	1	0
SRS372603_4-005	2021	SRS372603_4	Escherichia	nrps	Adult	1	1	1
ERS473071_2-001	2021	ERS473071_2	Escherichia	nrps	Adult	1	1	1
SRS373111_6-001	2021	SRS373111_6	Escherichia	nrps	Adult	1	1	1
ERS537201_56-001	1953	ERS537201_56	Escherichia	nrps	Adult	1	1	1
SRS259483_4-002	1953	SRS259483_4	Escherichia	nrps	Adult	1	1	0
ERS473169_17-001	2040	ERS473169_17	Escherichia	nrps	Adult	1	1	1
SRS295001_66-003	1916	SRS295001_66	Escherichia	siderophore	Adult	0	1	1
SRS414189_2-003	1867	SRS414189_2	Escherichia	nrps	Adult	1	1	1
SRS150384_3-001	1867	SRS150384_3	Escherichia	nrps	Adult	1	1	1
dasS2_017_007G1_concoct_2-c00006_1707A09...region002	1867	dasS2_017_007G1_concoct_2	Escherichia	NRPS	Infant	1	1	1
SRS017191_22-002	2040	SRS017191_22	Escherichia	nrps	Adult	1	1	0
ERS537205_22-003	1953	ERS537205_22	Escherichia	nrps	Adult	1	1	1
ERS608534_46-001	2021	ERS608534_46	Escherichia	nrps	Adult	1	1	1
SRS371885_1-003	2021	SRS371885_1	Escherichia	nrps	Adult	1	1	1
ERS537385_16-002	1953	ERS537385_16	Escherichia	nrps	Adult	0	1	1
dasN4_207_028G1_concoct_21-c00001_N4_207_...region001	1867	dasN4_207_028G1_concoct_21	Escherichia	NRPS	Infant	1	1	1
ERS608487_18-003	1953	ERS608487_18	Escherichia	nrps	Adult	1	1	1
SRS372605_3-001	1867	SRS372605_3	Escherichia	nrps	Adult	1	1	1
SRS882244_34-002	1953	SRS882244_34	Escherichia	nrps	Adult	0	1	1
dasS2_011_008G1_concoct_14-c00006_JBBB015...region002	3057	dasS2_011_008G1_concoct_14	Escherichia	thiopeptide	Infant	1	1	1
dasN1_014_015G1_abawaca.9.fasta-c00002_b014-d0...region002	1867	dasN1_014_015G1_abawaca.9.fasta	Escherichia	NRPS	Infant	1	1	1
SRS344869_1-001	1941	SRS344869_1	Escherichia	nrps	Adult	1	1	1
SRS373110_6-001	2021	SRS373110_6	Escherichia	nrps	Adult	1	1	1
SRS1719463_1-003	2021	SRS1719463_1	Escherichia	nrps	Adult	1	1	1
SRS001032_5-002	1867	SRS001032_5	Escherichia	nrps	Adult	1	1	1
SRS371469_2-005	2021	SRS371469_2	Escherichia	nrps	Adult	1	1	1
ERS473416_6-003	1867	ERS473416_6	Escherichia	nrps	Adult	1	1	1
SRS1735632_7-001	2040	SRS1735632_7	Escherichia	nrps	Adult	1	1	1
SRS372983_2-002	2021	SRS372983_2	Escherichia	nrps	Adult	1	1	1
ERS473354_48-001	1867	ERS473354_48	Escherichia	nrps	Adult	1	1	1
SRS476104_11-001	1953	SRS476104_11	Escherichia	nrps	Adult	1	1	1
dasN5_243_023G1_concoct_9-c00002_N5_243_...region002	2021	dasN5_243_023G1_concoct_9	Escherichia	NRPS	Infant	1	1	1
ERS473255_32-001	2021	ERS473255_32	Escherichia	nrps	Adult	0	1	1
SRS259554_2-001	2040	SRS259554_2	Escherichia	nrps	Adult	1	1	1
dasN4_206_052G1_concoct_9-c00005_N4_206_...region001	2021	dasN4_206_052G1_concoct_9	Escherichia	NRPS	Infant	1	1	1
ERS608587_55-001	2040	ERS608587_55	Escherichia	nrps	Adult	1	1	1
dasS2_006_010G1_concoct_10-c00006_JBBB012...region001	1867	dasS2_006_010G1_concoct_10	Escherichia	NRPS	Infant	1	1	1
SRS1719300_4-003	2021	SRS1719300_4	Escherichia	nrps	Adult	1	1	1
SRS373058_2-001	1867	SRS373058_2	Escherichia	nrps	Adult	1	1	1
SRS1719452_2-004	1867	SRS1719452_2	Escherichia	nrps	Adult	1	1	1
ERS537260_44-001	2266	ERS537260_44	Escherichia	other	Adult	1	1	0
ERS473234_7-002	1953	ERS473234_7	Escherichia	nrps	Adult	1	1	0
ERS537210_3-003	1953	ERS537210_3	Escherichia	nrps	Adult	1	1	1
SRS144362_84-005	2021	SRS144362_84	Escherichia	nrps	Adult	1	1	1
dasN5_235_027G1_maxbin2.maxbin.001.fasta-c00004_N5_235_...region001	2021	dasN5_235_027G1_maxbin2.maxbin.001.fasta	Escherichia	NRPS	Infant	1	1	1
ERS537382_49-002	2040	ERS537382_49	Escherichia	nrps	Adult	1	1	1
ERS608616_31-002	1867	ERS608616_31	Escherichia	nrps	Adult	1	1	1
SRS372593_2-002	2040	SRS372593_2	Escherichia	nrps	Adult	1	1	1
SRS1735614_2-001	2021	SRS1735614_2	Escherichia	nrps	Adult	1	1	1
SRS332218_9-002	2021	SRS332218_9	Escherichia	nrps	Adult	1	1	1
SRS387622_2-006	2021	SRS387622_2	Escherichia	nrps	Adult	1	1	1
SRS290676_18-002	1916	SRS290676_18	Escherichia	siderophore	Adult	0	1	1
ERS537341_8-003	1911	ERS537341_8	Escherichia	other	Adult	1	1	1
SRS1596814_34-001	2040	SRS1596814_34	Escherichia	nrps	Adult	1	1	0
SRS255251_4-001	2021	SRS255251_4	Escherichia	nrps	Adult	1	1	1
ERS537269_64-002	1916	ERS537269_64	Escherichia	siderophore	Adult	0	1	1
ERS473209_15-004	1916	ERS473209_15	Escherichia	siderophore	Adult	0	1	1
SRS373043_1-001	2021	SRS373043_1	Escherichia	nrps	Adult	1	1	1
ERS537322_40-001	2040	ERS537322_40	Escherichia	nrps	Adult	1	1	1
ERS396335_108-002	1867	ERS396335_108	Escherichia	nrps	Adult	1	1	1
SRS372635_3-003	1867	SRS372635_3	Escherichia	nrps	Adult	1	1	1
SRS371610_1-001	1941	SRS371610_1	Escherichia	nrps	Adult	1	1	1
SRS372606_3-006	2021	SRS372606_3	Escherichia	nrps	Adult	1	1	1
SRS344884_6-003	1880	SRS344884_6	Escherichia	nrps	Adult	1	1	1
SRS344938_1-003	2021	SRS344938_1	Escherichia	nrps	Adult	1	1	1
ERS473132_9-002	1941	ERS473132_9	Escherichia	nrps	Adult	1	1	1
SRS373184_3-001	1867	SRS373184_3	Escherichia	nrps	Adult	1	1	1
ERS473326_57-001	2021	ERS473326_57	Escherichia	nrps	Adult	1	1	1
ERS473109_2-004	1916	ERS473109_2	Escherichia	siderophore	Adult	0	1	1
dasN3_183_000G1_concoct_6-c00002_N3_183_...region001	1867	dasN3_183_000G1_concoct_6	Escherichia	NRPS	Infant	1	1	1
ERS608619_6-003	2021	ERS608619_6	Escherichia	nrps	Adult	1	1	1
SRS295010_12-004	2040	SRS295010_12	Escherichia	nrps	Adult	1	1	1
SRS311455_1-001	2021	SRS311455_1	Escherichia	nrps	Adult	1	1	1
ERS608510_96-001	1953	ERS608510_96	Escherichia	nrps	Adult	1	1	1
ERS608478_24-002	1953	ERS608478_24	Escherichia	nrps	Adult	1	1	1
SRS1170768_27-001	1867	SRS1170768_27	Escherichia	nrps	Adult	1	1	1
ERS396360_63-004	2040	ERS396360_63	Escherichia	nrps	Adult	1	1	1
ERS608504_29-001	2021	ERS608504_29	Escherichia	nrps	Adult	1	1	1
dasN4_208_014G1_maxbin2.maxbin.002.fasta-c00002_N4_208_...region001	2815	dasN4_208_014G1_maxbin2.maxbin.002.fasta	Escherichia	thiopeptide	Infant	1	1	1
ERS473188_10-004	2021	ERS473188_10	Escherichia	nrps	Adult	1	1	1
ERS473050_7-001	2021	ERS473050_7	Escherichia	nrps	Adult	1	1	1
SRS294932_23-002	2040	SRS294932_23	Escherichia	nrps	Adult	1	1	1
SRS1735484_1-002	1875	SRS1735484_1	Escherichia	other	Adult	1	1	0
SRS255719_1-001	2021	SRS255719_1	Escherichia	nrps	Adult	1	1	1
ERS537183_12-001	1941	ERS537183_12	Escherichia	nrps	Adult	0	1	1
ERS396350_12-001	1867	ERS396350_12	Escherichia	nrps	Adult	1	1	1
SRS371535_2-001	1941	SRS371535_2	Escherichia	nrps	Adult	1	1	1
SRS1719410_10-002	1867	SRS1719410_10	Escherichia	nrps	Adult	1	1	1
ERS473217_2-002	2021	ERS473217_2	Escherichia	nrps	Adult	1	1	1
SRS294844_39-001	2021	SRS294844_39	Escherichia	nrps	Adult	1	1	1
SRS1596839_53-001	1916	SRS1596839_53	Escherichia	siderophore	Adult	0	1	1
ERS473142_5-002	2021	ERS473142_5	Escherichia	nrps	Adult	1	1	1
SRS294962_22-001	2040	SRS294962_22	Escherichia	nrps	Adult	1	1	1
dasN5_253_085G1_abawaca.25.fasta-c00001_N5_253_...region001	2021	dasN5_253_085G1_abawaca.25.fasta	Escherichia	NRPS	Infant	1	1	1
SRS414135_2-005	2021	SRS414135_2	Escherichia	nrps	Adult	1	1	1
ERS473376_2-002	1953	ERS473376_2	Escherichia	nrps	Adult	1	1	1
SRS476826_2-005	2021	SRS476826_2	Escherichia	nrps	Adult	1	1	0
ERS473406_17-002	2021	ERS473406_17	Escherichia	nrps	Adult	1	1	1
ERS473034_70-003	1867	ERS473034_70	Escherichia	nrps	Adult	1	1	1
ERS537365_22-002	1867	ERS537365_22	Escherichia	nrps	Adult	1	1	1
ERS473309_18-002	1941	ERS473309_18	Escherichia	nrps	Adult	1	1	1
SRS1735474_4-001	1953	SRS1735474_4	Escherichia	nrps	Adult	1	1	1
ERS235622_40-004	1953	ERS235622_40	Escherichia	nrps	Adult	1	1	1
ERS473045_5-001	2021	ERS473045_5	Escherichia	nrps	Adult	1	1	1
dasN4_212_008G1_maxbin2.maxbin.003.fasta-c00011_N4_212_...region001	2040	dasN4_212_008G1_maxbin2.maxbin.003.fasta	Escherichia	NRPS	Infant	1	1	1
SRS294841_34-001	2040	SRS294841_34	Escherichia	nrps	Adult	1	1	1
ERS473270_14-001	1953	ERS473270_14	Escherichia	nrps	Adult	1	1	0
SRS1735472_6-005	1953	SRS1735472_6	Escherichia	nrps	Adult	1	1	1
SRS371541_2-001	1867	SRS371541_2	Escherichia	nrps	Adult	1	1	1
dasS2_018_011G1_maxbin2.maxbin.001.fasta-c00001_1811A10...region001	3057	dasS2_018_011G1_maxbin2.maxbin.001.fasta	Escherichia	thiopeptide	Infant	1	1	1
SRS1735546_2-004	1941	SRS1735546_2	Escherichia	nrps	Adult	1	1	1
ERS396473_16-003	1916	ERS396473_16	Escherichia	siderophore	Adult	0	1	1
SRS372565_22-002	1867	SRS372565_22	Escherichia	nrps	Adult	1	1	1
ERS473298_11-006	2021	ERS473298_11	Escherichia	nrps	Adult	0	1	1
SRS476098_10-001	1953	SRS476098_10	Escherichia	nrps	Adult	1	1	1
ERS608620_25-003	1953	ERS608620_25	Escherichia	nrps	Adult	1	1	1
SRS371523_4-001	2040	SRS371523_4	Escherichia	nrps	Adult	1	1	1
SRS372650_2-001	1867	SRS372650_2	Escherichia	nrps	Adult	1	1	1
ERS608483_38-003	1953	ERS608483_38	Escherichia	nrps	Adult	1	1	1
SRS311497_6-003	2040	SRS311497_6	Escherichia	nrps	Adult	1	1	1
ERS537245_10-002	2040	ERS537245_10	Escherichia	nrps	Adult	1	1	1
ERS396465_9-002	1867	ERS396465_9	Escherichia	nrps	Adult	1	1	1
SRS294914_23-001	2021	SRS294914_23	Escherichia	nrps	Adult	1	1	0
ERS473241_2-003	1953	ERS473241_2	Escherichia	nrps	Adult	1	1	1
SRS259576_10-001	2040	SRS259576_10	Escherichia	nrps	Adult	1	1	1
ERS537216_8-001	2040	ERS537216_8	Escherichia	nrps	Adult	1	1	1
SRS294882_6-001	2040	SRS294882_6	Escherichia	nrps	Adult	1	1	1
SRS1170751_3-001	1867	SRS1170751_3	Escherichia	nrps	Adult	1	1	1
SRS371653_2-001	2040	SRS371653_2	Escherichia	nrps	Adult	1	1	1
SRS372631_3-004	2021	SRS372631_3	Escherichia	nrps	Adult	1	1	1
ERS473414_16-001	2021	ERS473414_16	Escherichia	nrps	Adult	1	1	1
SRS335368_5-001	1867	SRS335368_5	Escherichia	nrps	Adult	1	1	1
SRS371571_5-001	2021	SRS371571_5	Escherichia	nrps	Adult	1	1	1
dasN2_071_027G1_concoct_25-c00013_71_013_...region001	2040	dasN2_071_027G1_concoct_25	Escherichia	NRPS	Infant	1	1	1
SRS1719516_2-002	1867	SRS1719516_2	Escherichia	nrps	Adult	1	1	0
ERS473267_14-002	2021	ERS473267_14	Escherichia	nrps	Adult	1	1	1
ERS396466_15-003	1916	ERS396466_15	Escherichia	siderophore	Adult	0	1	1
dasN4_100_007G1_concoct_1-c00004_N4_100_...region001	3057	dasN4_100_007G1_concoct_1	Escherichia	thiopeptide	Infant	1	1	1
ERS608618_32-001	2040	ERS608618_32	Escherichia	nrps	Adult	1	1	1
SRS372980_4-001	1867	SRS372980_4	Escherichia	nrps	Adult	1	1	1
ERS473033_2-003	1867	ERS473033_2	Escherichia	nrps	Adult	1	1	1
dasN4_105_000G1_maxbin2.maxbin.001.fasta-c00034_N4_105_...region001	2661	dasN4_105_000G1_maxbin2.maxbin.001.fasta	Ewingella	NRPS-like	Infant	1	1	0
dasN5_239_121G1_maxbin2.maxbin.012.fasta-c00001_N5_239_...region001	2880	dasN5_239_121G1_maxbin2.maxbin.012.fasta	Fusobacterium	NRPS-like	Infant	1	1	1
dasN2_038_020G1_abawaca.28.fasta-c00005_38_010_...region001	2880	dasN2_038_020G1_abawaca.28.fasta	Fusobacterium	NRPS-like	Infant	1	1	1
SRS294861_7-002	1982	SRS294861_7	Fusobacterium_A	nrps	Adult	1	0	1
dasS2_014_018G1_abawaca.22.fasta-c00005_JBBB006...region001	3069	dasS2_014_018G1_abawaca.22.fasta	Haemophilus_D	LAP	Infant	1	1	1
dasN5_225_052G1_concoct_8-c00001_N5_225_...region001	2510	dasN5_225_052G1_concoct_8	Haemophilus_D	betalactone	Infant	1	1	0
dasN1_014_007G1_maxbin2.maxbin.001.fasta-c00001_b014-d0...region001	2510	dasN1_014_007G1_maxbin2.maxbin.001.fasta	Haemophilus_D	betalactone	Infant	1	1	0
dasS2_002_005G1_abawaca.12.fasta-c00103_JBBB007...region001	2045	dasS2_002_005G1_abawaca.12.fasta	Hafnia	NRPS	Infant	0	1	1
dasN2_035_010G1_abawaca.5.fasta-c00009_35_014_...region001	1973	dasN2_035_010G1_abawaca.5.fasta	Klebsiella	NRPS	Infant	1	1	1
SRS371659_1-001	1973	SRS371659_1	Klebsiella	nrps	Adult	0	1	1
dasN5_244_014G1_maxbin2.maxbin.004.fasta-c00003_N5_244_...region001	1973	dasN5_244_014G1_maxbin2.maxbin.004.fasta	Klebsiella	NRPS	Infant	1	1	1
SRS1735589_2-001	1973	SRS1735589_2	Klebsiella	nrps	Adult	1	1	1
dasN4_213_006G1_concoct_0-c00006_N4_213_...region002	1973	dasN4_213_006G1_concoct_0	Klebsiella	NRPS	Infant	1	1	1
SRS372577_3-001	1973	SRS372577_3	Klebsiella	nrps	Adult	1	1	1
SRS344919_12-001	2046	SRS344919_12	Klebsiella	nrps	Adult	1	1	1
SRS414122_4-001	1973	SRS414122_4	Klebsiella	nrps	Adult	1	1	1
SRS294859_31-002	1916	SRS294859_31	Klebsiella	siderophore	Adult	0	1	1
ERS537316_29-003	1973	ERS537316_29	Klebsiella	nrps	Adult	1	1	1
dasN5_224_008G1_concoct_15-c00013_N5_224_...region001	1973	dasN5_224_008G1_concoct_15	Klebsiella	NRPS	Infant	1	1	1
ERS537343_23-003	1973	ERS537343_23	Klebsiella	nrps	Adult	1	1	1
dasS2_009_009G1_maxbin2.maxbin.003.fasta-c00012_JBBB004...region001	1973	dasS2_009_009G1_maxbin2.maxbin.003.fasta	Klebsiella	NRPS	Infant	1	1	1
dasN4_106_009G1_concoct_0-c00025_N4_106_...region001	1973	dasN4_106_009G1_concoct_0	Klebsiella	NRPS	Infant	1	1	1
dasN2_064_043G1_abawaca.2.fasta-c00010_64_021_...region001	1973	dasN2_064_043G1_abawaca.2.fasta	Klebsiella	NRPS	Infant	1	1	1
SRS373192_1-002	1973	SRS373192_1	Klebsiella	nrps	Adult	1	1	1
SRS371892_4-002	1973	SRS371892_4	Klebsiella	nrps	Adult	1	1	1
SRS259505_22-002	1973	SRS259505_22	Klebsiella	nrps	Adult	0	1	1
dasN1_003_023G1_concoct_0-c00040_b003-d0...region001	2046	dasN1_003_023G1_concoct_0	Klebsiella	NRPS	Infant	1	1	1
SRS372627_4-001	2046	SRS372627_4	Klebsiella	nrps	Adult	1	1	1
ERS537333_72-002	1973	ERS537333_72	Klebsiella	nrps	Adult	1	1	1
ERS537336_64-001	1973	ERS537336_64	Klebsiella	nrps	Adult	1	1	1
SRS372965_1-002	1973	SRS372965_1	Klebsiella	nrps	Adult	0	1	1
SRS311478_7-001	2046	SRS311478_7	Klebsiella	nrps	Adult	1	1	1
dasS2_006_012G1_maxbin2.maxbin.003.fasta-c00019_JBBB012...region001	1973	dasS2_006_012G1_maxbin2.maxbin.003.fasta	Klebsiella	NRPS	Infant	1	1	1
SRS372642_1-002	2046	SRS372642_1	Klebsiella	nrps	Adult	1	1	1
dasN2_088_000G1_abawaca.2.fasta-c00006_N2_088_...region001	1973	dasN2_088_000G1_abawaca.2.fasta	Klebsiella	NRPS	Infant	1	1	1
SRS259512_8-002	1973	SRS259512_8	Klebsiella	nrps	Adult	1	1	1
dasN5_245_104G1_maxbin2.maxbin.002.fasta-c00015_N5_245_...region001	1973	dasN5_245_104G1_maxbin2.maxbin.002.fasta	Klebsiella	NRPS	Infant	1	1	1
dasS2_005_007G1_concoct_0-c00001_JBBB002...region001	1973	dasS2_005_007G1_concoct_0	Klebsiella	NRPS	Infant	1	1	1
dasN2_065_008G1_maxbin2.maxbin.001.fasta-c00004_65_005_...region001	1973	dasN2_065_008G1_maxbin2.maxbin.001.fasta	Klebsiella	NRPS	Infant	1	1	1
SRS1735612_2-004	1973	SRS1735612_2	Klebsiella	nrps	Adult	1	1	1
SRS372566_4-001	2046	SRS372566_4	Klebsiella	nrps	Adult	1	1	1
dasN2_061_007G1_maxbin2.maxbin.002.fasta-c00007_61_008_...region001	2046	dasN2_061_007G1_maxbin2.maxbin.002.fasta	Klebsiella	NRPS	Infant	1	1	1
dasN2_093_009G1_maxbin2.maxbin.002.fasta-c00008_93_005_...region001	1973	dasN2_093_009G1_maxbin2.maxbin.002.fasta	Klebsiella	NRPS	Infant	1	1	1
dasN5_225_000G1_concoct_31-c00002_N5_225_...region001	1973	dasN5_225_000G1_concoct_31	Klebsiella	NRPS	Infant	1	1	1
SRS371698_3-003	2046	SRS371698_3	Klebsiella	nrps	Adult	1	1	1
SRS371449_2-001	1973	SRS371449_2	Klebsiella	nrps	Adult	0	1	1
dasN4_214_024G1_concoct_4-c00005_N4_214_...region001	1973	dasN4_214_024G1_concoct_4	Klebsiella	NRPS	Infant	1	1	1
dasN2_070_030G1_concoct_20-c00019_70_010_...region001	1973	dasN2_070_030G1_concoct_20	Klebsiella	NRPS	Infant	1	1	1
SRS344837_6-001	2046	SRS344837_6	Klebsiella	nrps	Adult	1	1	0
SRS311548_5-002	2046	SRS311548_5	Klebsiella	nrps	Adult	1	1	1
SRS294877_20-002	2047	SRS294877_20	Klebsiella	nrps	Adult	1	1	0
dasN5_233_013G2_abawaca.6.fasta-c00001_N5_233_...region001	2046	dasN5_233_013G2_abawaca.6.fasta	Klebsiella	NRPS	Infant	1	1	1
SRS372669_7-001	2266	SRS372669_7	Klebsiella	other	Adult	1	1	0
SRS1719108_1-001	1973	SRS1719108_1	Klebsiella	nrps	Adult	1	1	1
SRS373046_4-002	1973	SRS373046_4	Klebsiella	nrps	Adult	1	1	1
dasS2_002_020G1_concoct_15-c00015_JBBB008...region001	2046	dasS2_002_020G1_concoct_15	Klebsiella	NRPS	Infant	1	1	1
SRS371682_1-002	1973	SRS371682_1	Klebsiella	nrps	Adult	0	1	1
SRS311505_1-001	2046	SRS311505_1	Klebsiella	nrps	Adult	1	1	1
