BGC	GCF	Type	ABC_membrane	ABC_tran	MFS_1	ABC2_membrane	MFS_3	ABC2_membrane_3	FtsX	MacB_PCD	OEP	MatE	MFS_2	MFS_4	TonB_dep_Rec	ACR_tran	
P120_3	PKS_I_0	PKS	0	1	0	1	0	0	0	0	0	0	0	0	0	0	
P120_4	sidero_43	sidero	0	1	1	0	0	0	0	0	0	0	0	0	0	0	
P120_11	NRPS_225	NRPS	0	0	1	0	0	0	0	0	0	0	0	0	0	0	
P120_12	NRPS_80	NRPS	0	1	0	0	1	0	1	0	0	0	0	0	0	0	
P120_18	PKS_I_0	PKS	0	1	0	1	0	0	0	0	0	0	0	0	0	0	
P120_23	PKS_I_132	PKS	0	0	1	0	1	0	0	0	0	0	0	0	0	0	
P125_1	PKS_I_0	PKS	0	0	4	0	0	0	0	0	0	0	0	0	0	0	
P125_3	NRPS_516	NRPS	2	3	0	0	0	0	0	0	0	0	0	0	0	0	
P125_4	NRPS_0	NRPS	2	2	0	0	0	0	0	0	0	0	0	0	0	0	
P125_12	Lant_147	Lant	0	1	0	1	0	0	0	0	0	0	0	0	0	0	
P125_13	Lant_100	Lant	0	0	1	0	0	0	0	0	0	0	0	0	0	0	
P125_14	Lant_30	Lant	2	3	0	0	0	0	0	0	0	0	0	0	0	0	
P125_37	TOMM_82	TOMM	0	1	0	1	0	0	0	0	0	0	0	0	0	0	
P125_17	PKS_I_0	PKS	0	2	0	2	0	0	0	0	0	0	0	0	0	0	
P125_20	NRPS_286	NRPS	2	2	0	0	0	0	0	0	0	0	0	0	0	0	
P125_22	PKS_II_6	PKS	0	0	2	0	0	0	0	0	0	0	0	0	0	0	
P125_24	Lant_31	Lant	1	2	0	0	0	0	0	0	0	0	0	0	0	0	
P125_26	NRPS_228	NRPS	0	0	1	0	0	0	0	0	0	0	0	0	0	0	
P128_3	TOMM_69	TOMM	4	6	0	0	2	0	0	0	0	0	0	0	0	0	
P128_4	NRPS_228	NRPS	0	0	2	0	0	0	0	0	0	0	0	0	0	0	
P128_5	PKS_II_0	PKS	0	0	1	0	0	0	0	0	0	0	0	0	0	0	
P128_12	Lant_30	Lant	2	3	0	0	0	0	0	0	0	0	0	0	0	0	
P128_14	Lant_147	Lant	1	2	0	0	0	0	0	0	0	0	0	0	0	0	
P128_15	NRPS_131	NRPS	0	0	2	0	0	0	0	0	0	0	0	0	0	0	
P128_17	NRPS_516	NRPS	2	3	0	0	0	0	0	0	0	0	0	0	0	0	
P128_27	NRPS_528	NRPS	0	1	0	0	0	0	0	0	0	0	0	0	0	0	
P129_4	NRPS_381	NRPS	0	0	1	0	0	0	0	0	0	0	0	0	0	0	
P129_19	TOMM_59	TOMM	2	2	0	0	0	0	0	0	0	0	0	0	0	0	
P129_20	TOMM_25	TOMM	0	1	0	1	0	0	0	0	0	0	0	0	0	0	
P129_7	NRPS_31	NRPS	0	0	1	0	0	0	0	0	0	0	0	0	0	0	
P129_8	Lant_31	Lant	1	2	1	0	0	0	0	0	0	0	0	0	0	0	
P129_11	Lant_108	Lant	0	2	0	0	0	0	0	0	0	0	0	0	0	0	
P129_16	Lant_60	Lant	0	1	0	0	0	0	0	0	0	0	0	0	0	0	
P132_1	NRPS_392	NRPS	0	1	0	1	0	0	0	0	0	0	0	0	0	0	
P132_2	PKS_I_0	PKS	0	1	0	0	0	0	0	0	0	0	0	0	0	0	
P132_4	PKS_I_44	PKS	0	1	0	1	0	0	0	0	0	0	0	0	0	0	
P132_6	sidero_0	sidero	0	1	0	0	0	0	0	0	0	0	0	0	0	0	
P132_7	PKS_I_112	PKS	0	0	4	0	0	0	0	0	0	0	0	0	0	0	
P132_8	PKS_I_214	PKS	0	0	2	0	0	0	0	0	0	0	0	0	0	0	
P133_17	TOMM_24	TOMM	2	2	0	0	0	0	0	0	0	0	0	0	0	0	
P133_4	sidero_9	sidero	0	0	2	0	0	0	0	0	0	0	0	0	0	0	
P133_7	Lant_31	Lant	1	2	0	0	0	0	0	0	0	0	0	0	0	0	
P133_8	PKS_I_203	PKS	0	0	2	0	0	0	0	0	0	0	0	0	0	0	
P137_3	Lant_111	Lant	0	0	1	0	0	0	0	0	0	0	0	0	0	0	
P137_29	TOMM_35	TOMM	0	0	1	0	0	0	0	0	0	0	0	0	0	0	
P137_11	Lant_147	Lant	0	1	0	1	0	0	0	0	0	0	0	0	0	0	
P137_13	PKS_II_20	PKS	0	0	2	0	0	0	0	0	0	0	0	0	0	0	
P137_30	TOMM_85	TOMM	0	1	0	1	0	0	0	0	0	0	0	0	0	0	
P137_17	NRPS_522	NRPS	0	0	1	0	0	0	0	0	0	0	0	0	0	0	
P143_31	TOMM_36	TOMM	1	0	0	0	0	0	0	0	0	0	0	0	0	0	
P143_1	NRPS_553	NRPS	0	0	0	0	1	0	0	0	0	0	0	0	0	0	
P143_6	NRPS_225	NRPS	0	1	0	0	0	0	0	0	0	0	0	0	0	0	
P143_8	PKS_II_18	PKS	0	0	1	0	0	0	0	0	0	0	0	0	0	0	
P143_32	TOMM_69	TOMM	1	2	0	0	0	0	0	0	0	0	0	0	0	0	
P143_23	NRPS_404	NRPS	1	1	0	0	0	0	0	0	0	0	0	0	0	0	
P143_24	NRPS_95	NRPS	1	3	0	0	0	0	0	0	0	0	0	0	0	0	
P143_27	Lant_31	Lant	1	1	0	0	0	0	0	0	0	0	0	0	0	0	
P144_3	NRPS_546	NRPS	0	0	1	0	0	0	0	0	0	0	0	0	0	0	
P144_8	NRPS_606	NRPS	0	1	0	0	0	0	0	0	0	0	0	0	0	0	
P144_9	PKS_I_0	PKS	0	0	2	0	0	0	0	0	0	0	0	0	0	0	
P144_10	NRPS_119	NRPS	2	2	0	0	0	0	0	0	0	0	0	0	0	0	
P144_28	TOMM_69	TOMM	2	3	0	0	0	0	0	0	0	0	0	0	0	0	
P144_12	NRPS_95	NRPS	2	3	0	0	0	0	0	0	0	0	0	0	0	0	
P144_13	PKS_I_324	PKS	0	0	2	0	0	0	0	0	0	0	0	0	0	0	
P144_14	Lant_31	Lant	1	2	1	0	0	0	0	0	0	0	0	0	0	0	
P144_16	sidero_15	sidero	0	0	1	0	0	0	0	0	0	0	0	0	0	0	
P144_17	Lant_146	Lant	0	0	1	0	0	0	0	0	0	0	0	0	0	0	
P144_29	TOMM_85	TOMM	0	2	1	1	0	0	2	2	0	0	0	0	0	0	
P144_20	Lant_131	Lant	2	2	0	0	0	0	0	0	0	0	0	0	0	0	
P144_21	NRPS_530	NRPS	0	0	1	0	0	0	0	0	0	0	0	0	0	0	
P144_22	Lant_23	Lant	1	2	0	0	0	0	0	0	0	0	0	0	0	0	
P144_23	NRPS_225	NRPS	0	1	1	0	0	0	0	0	0	0	0	0	0	0	
P144_25	NRPS_624	NRPS	0	1	0	1	0	0	0	0	0	0	0	0	0	0	
P144_26	PKS_II_31	PKS	0	0	1	0	0	0	0	0	0	0	0	0	0	0	
P150_1	NRPS_516	NRPS	2	3	0	0	0	0	0	0	0	0	0	0	0	0	
P150_2	PKS_I_0	PKS	0	0	1	0	0	0	0	0	0	0	0	0	0	0	
P150_3	NRPS_278	NRPS	0	0	1	0	0	0	0	0	0	0	0	0	0	0	
P150_5	PKS_I_266	PKS	0	0	1	0	0	0	0	0	0	0	0	0	0	0	
P150_6	NRPS_582	NRPS	1	3	0	0	0	0	0	0	0	0	0	0	0	0	
P150_11	NRPS_35	NRPS	2	2	0	0	0	0	0	0	0	0	0	0	0	0	
P154_7	NRPS_19	NRPS	0	0	0	0	2	0	0	0	0	0	0	0	0	0	
P154_8	sidero_19	sidero	0	1	0	0	0	0	0	0	0	0	0	0	0	0	
P154_11	NRPS_155	NRPS	2	2	0	0	0	0	0	0	0	0	0	0	0	0	
P154_12	PKS_I_283	PKS	0	0	0	0	0	0	0	0	0	0	0	0	0	1	
P154_18	PKS_I_0	PKS	0	0	2	0	0	0	0	0	0	0	0	0	0	0	
P154_20	sidero_43	sidero	0	1	1	0	0	0	0	0	0	0	0	0	0	0	
P154_21	Lant_31	Lant	1	2	0	0	0	0	0	0	0	0	0	0	0	0	
P154_36	TOMM_38	TOMM	0	0	2	0	0	0	0	0	0	0	0	0	0	0	
P154_23	PKS_I_280	PKS	0	2	0	2	0	0	0	0	0	0	0	0	0	0	
P154_26	PKS_I_0	PKS	0	0	1	0	0	0	0	0	0	0	0	0	0	0	
P154_30	NRPS_292	NRPS	0	0	0	0	1	0	0	0	0	0	0	0	0	0	
P155_1	NRPS_467	NRPS	0	1	0	1	0	0	0	0	0	0	0	0	0	0	
P155_2	NRPS_376	NRPS	0	0	1	0	0	0	0	0	0	0	0	0	0	0	
P155_3	PKS_I_359	PKS	0	2	0	0	0	0	0	0	0	0	0	0	0	0	
P155_6	NRPS_553	NRPS	0	0	0	0	1	0	0	0	0	0	0	0	0	0	
P155_29	TOMM_85	TOMM	0	1	1	0	0	0	2	2	0	0	0	0	0	0	
P155_9	PKS_II_18	PKS	0	0	1	0	0	0	0	0	0	0	0	0	0	0	
P155_30	TOMM_36	TOMM	1	1	0	0	0	0	0	0	0	0	0	0	0	0	
P155_14	NRPS_225	NRPS	0	1	1	0	0	0	0	0	0	0	0	0	0	0	
P155_15	NRPS_95	NRPS	2	5	0	0	0	0	0	0	0	0	0	0	0	0	
P155_18	Lant_125	Lant	0	0	1	0	0	0	0	0	0	0	0	0	0	0	
P155_31	TOMM_69	TOMM	2	3	0	0	0	0	0	0	0	0	0	0	0	0	
P155_28	Phos_27	Phos	0	0	0	0	1	0	0	0	0	0	0	0	0	0	
P155_23	NRPS_170	NRPS	0	1	0	1	0	0	0	0	0	0	0	0	0	0	
P155_25	PKS_I_324	PKS	0	0	2	0	0	0	0	0	0	0	0	0	0	0	
P155_26	Lant_31	Lant	1	1	1	0	0	0	0	0	0	0	0	0	0	0	
P155_27	Lant_146	Lant	0	0	1	0	0	0	0	0	0	0	0	0	0	0	
P155_32	TOMM_85	TOMM	0	1	0	1	0	0	0	0	0	0	0	0	0	0	
P156_1	NRPS_0	NRPS	0	1	1	0	0	0	0	0	0	0	0	0	0	0	
P156_6	Lant_31	Lant	1	3	0	0	0	0	1	1	0	0	0	0	0	0	
P156_7	NRPS_307	NRPS	0	0	1	0	0	0	0	0	0	0	0	0	0	0	
P156_9	NRPS_0	NRPS	2	2	1	0	0	0	0	0	0	0	0	0	0	0	
P156_10	Lant_107	Lant	0	1	1	0	0	0	0	0	0	0	0	0	0	0	
P156_11	NRPS_93	NRPS	1	1	0	0	0	0	0	0	0	0	0	0	0	0	
P156_13	PKS_I_170	PKS	0	0	2	0	0	0	0	0	0	0	0	0	0	0	
P156_15	PKS_I_210	PKS	0	0	1	0	0	0	0	0	0	0	0	0	0	0	
P156_19	NRPS_206	NRPS	0	0	1	0	0	0	0	0	0	0	0	0	0	0	
P156_22	PKS_I_27	PKS	0	2	0	1	0	0	0	0	0	0	0	0	0	0	
P156_26	NRPS_0	NRPS	0	0	1	0	0	0	0	0	0	0	0	0	0	0	
P156_28	Lant_47	Lant	0	1	1	0	0	0	0	0	0	0	0	0	0	0	
P156_31	NRPS_0	NRPS	0	0	1	0	1	0	0	0	0	0	0	0	0	0	
P156_32	Lant_6	Lant	0	1	0	0	0	0	0	0	0	0	0	0	0	0	
P156_34	PKS_I_234	PKS	0	0	2	0	0	0	0	0	0	0	0	0	0	0	
P156_40	PKS_II_32	PKS	0	0	1	0	0	0	0	0	0	0	0	0	0	0	
P156_43	NRPS_138	NRPS	0	1	0	1	0	0	0	0	0	0	0	0	0	0	
P156_46	Lant_101	Lant	0	1	0	1	0	0	0	0	0	0	0	0	0	0	
P157_2	Lant_146	Lant	0	0	1	0	0	0	0	0	0	0	0	0	0	0	
P157_14	NRPS_95	NRPS	2	3	0	0	0	0	0	0	0	0	0	0	0	0	
P157_16	NRPS_264	NRPS	0	0	1	0	0	0	0	0	0	0	0	0	0	0	
P157_17	NRPS_175	NRPS	0	0	0	0	1	0	0	0	0	0	0	0	0	0	
P157_20	PKS_I_234	PKS	0	0	2	0	0	0	0	0	0	0	0	0	0	0	
P157_24	NRPS_339	NRPS	0	0	0	0	1	0	0	0	0	0	0	0	0	0	
P158_1	PKS_I_324	PKS	0	0	2	0	0	0	0	0	0	0	0	0	0	0	
P158_2	NRPS_467	NRPS	0	1	0	1	0	0	0	0	0	0	0	0	0	0	
P158_3	NRPS_376	NRPS	0	0	1	0	0	0	0	0	0	0	0	0	0	0	
P158_29	TOMM_69	TOMM	0	1	0	0	0	0	0	0	0	0	0	0	0	0	
P158_5	NRPS_164	NRPS	0	1	0	1	0	0	0	0	0	0	0	0	0	0	
P158_7	NRPS_553	NRPS	0	0	0	0	1	0	0	0	0	0	0	0	0	0	
P158_10	PKS_I_359	PKS	0	2	0	0	0	0	0	0	0	0	0	0	0	0	
P158_11	Lant_125	Lant	0	0	1	0	0	0	0	0	0	0	0	0	0	0	
P158_14	NRPS_95	NRPS	2	5	0	0	0	0	0	0	0	0	0	0	0	0	
P158_15	NRPS_225	NRPS	0	1	1	0	0	0	0	0	0	0	0	0	0	0	
P158_30	TOMM_36	TOMM	1	1	0	0	0	0	0	0	0	0	0	0	0	0	
P158_19	PKS_II_18	PKS	0	0	1	0	0	0	0	0	0	0	0	0	0	0	
P158_31	TOMM_85	TOMM	0	1	1	0	0	0	2	2	0	0	0	0	0	0	
P158_20	NRPS_404	NRPS	2	2	0	0	0	0	0	0	0	0	0	0	0	0	
P158_22	Lant_146	Lant	0	0	1	0	0	0	0	0	0	0	0	0	0	0	
P158_32	TOMM_85	TOMM	0	1	0	1	0	0	0	0	0	0	0	0	0	0	
P158_28	Phos_27	Phos	0	0	0	0	1	0	0	0	0	0	0	0	0	0	
P158_27	Lant_31	Lant	1	1	1	0	0	0	0	0	0	0	0	0	0	0	
P159_1	Lant_31	Lant	1	1	1	0	0	0	0	0	0	0	0	0	0	0	
P159_3	PKS_II_19	PKS	0	1	0	0	0	0	0	0	0	0	0	0	0	0	
P159_7	NRPS_376	NRPS	0	0	1	0	0	0	0	0	0	0	0	0	0	0	
P159_8	NRPS_170	NRPS	0	1	0	1	0	0	0	0	0	0	0	0	0	0	
P159_9	NRPS_0	NRPS	0	0	1	0	0	0	0	0	0	0	0	0	0	0	
P159_30	TOMM_85	TOMM	0	2	1	1	0	0	2	2	0	0	0	0	0	0	
P159_10	Phos_27	Phos	0	0	0	0	1	0	0	0	0	0	0	0	0	0	
P159_14	Lant_125	Lant	0	0	1	0	0	0	0	0	0	0	0	0	0	0	
P159_16	NRPS_95	NRPS	2	3	0	0	0	0	0	0	0	0	0	0	0	0	
P159_18	NRPS_225	NRPS	0	1	1	0	0	0	0	0	0	0	0	0	0	0	
P159_31	TOMM_36	TOMM	1	1	0	0	0	0	0	0	0	0	0	0	0	0	
P159_23	NRPS_553	NRPS	0	0	0	0	1	0	0	0	0	0	0	0	0	0	
P159_32	TOMM_69	TOMM	0	2	0	0	0	0	0	0	0	0	0	0	0	0	
P159_26	PKS_II_18	PKS	0	0	1	0	0	0	0	0	0	0	0	0	0	0	
P159_27	sidero_57	sidero	0	0	0	0	1	0	0	0	0	0	0	0	0	0	
P161_2	Lant_146	Lant	0	0	1	0	0	0	0	0	0	0	0	0	0	0	
P161_11	NRPS_95	NRPS	2	3	0	0	0	0	0	0	0	0	0	0	0	0	
P161_16	NRPS_264	NRPS	0	0	1	0	0	0	0	0	0	0	0	0	0	0	
P161_17	NRPS_175	NRPS	0	0	0	0	1	0	0	0	0	0	0	0	0	0	
P161_19	PKS_I_234	PKS	0	0	2	0	0	0	0	0	0	0	0	0	0	0	
P161_23	NRPS_0	NRPS	0	0	0	0	1	0	0	0	0	0	0	0	0	0	
P161_26	NRPS_339	NRPS	0	0	0	0	1	0	0	0	0	0	0	0	0	0	
P162_3	NRPS_374	NRPS	0	1	0	1	0	0	0	0	0	0	0	0	0	0	
P162_4	NRPS_269	NRPS	0	1	0	2	0	0	0	0	0	0	0	0	0	0	
P162_5	NRPS_171	NRPS	0	1	0	1	0	0	0	0	0	0	0	0	0	0	
P162_6	NRPS_361	NRPS	2	2	0	0	0	0	0	0	0	0	0	0	0	0	
P162_9	NRPS_90	NRPS	0	1	0	0	0	0	0	0	0	0	0	0	0	0	
P162_13	NRPS_380	NRPS	0	1	0	0	0	0	0	0	0	0	0	0	0	0	
P162_14	TOMM_56	TOMM	0	0	0	0	1	0	0	0	0	0	0	0	0	0	
P163_3	Lant_20	Lant	0	0	1	0	0	0	0	0	0	0	0	0	0	0	
P163_7	TOMM_0	TOMM	6	6	0	0	0	0	0	0	0	0	0	0	0	0	
P163_8	NRPS_0	NRPS	0	1	1	0	0	0	2	0	0	0	0	0	0	0	
P163_9	TOMM_77	TOMM	4	6	2	0	0	2	0	0	0	0	0	0	0	0	
P163_10	Phos_0	Phos	0	0	1	0	0	0	0	0	0	0	0	0	0	0	
P163_11	PKS_I_0	PKS	0	0	1	1	0	0	0	0	0	0	0	0	0	0	
P163_14	PKS_I_0	PKS	0	0	2	0	2	0	0	0	0	0	0	0	0	0	
P163_15	PKS_I_0	PKS	0	0	1	0	0	0	0	0	0	0	0	0	0	0	
P163_30	TOMM_15	TOMM	2	3	0	0	0	0	0	0	0	0	0	0	0	0	
P163_20	Lant_6	Lant	0	1	1	0	0	1	0	0	0	0	0	0	0	0	
P163_23	NRPS_0	NRPS	0	0	1	0	0	0	0	0	0	0	0	0	0	0	
P163_24	PKS_I_118	PKS	0	4	0	0	0	0	0	0	0	0	0	0	0	0	
P163_25	Lant_31	Lant	1	2	0	0	0	0	0	0	0	0	0	0	0	0	
P163_26	Lant_0	Lant	0	0	1	0	0	0	0	0	0	0	0	0	0	0	
P163_27	Lant_0	Lant	0	1	1	0	0	0	0	0	0	0	0	0	0	0	
P163_28	Lant_34	Lant	0	0	1	0	0	0	0	0	0	0	0	0	0	0	
P164_5	PKS_II_34	PKS	0	0	1	0	0	0	0	0	0	0	0	0	0	0	
P164_9	NRPS_0	NRPS	2	2	0	0	0	0	0	0	0	0	0	0	0	0	
P164_11	NRPS_0	NRPS	0	0	1	0	0	0	0	0	0	0	0	0	0	0	
P164_13	Lant_47	Lant	0	0	1	0	0	0	0	0	0	0	0	0	0	0	
P164_20	NRPS_516	NRPS	0	1	0	0	0	0	0	0	0	0	0	0	0	0	
P164_22	Lant_31	Lant	1	2	0	0	0	0	0	0	0	0	0	0	0	0	
P164_25	NRPS_0	NRPS	0	0	1	0	0	0	0	0	0	0	0	0	0	0	
P165_21	TOMM_50	TOMM	0	0	0	1	0	0	0	0	0	0	0	0	0	0	
P165_6	TOMM_20	TOMM	4	6	0	0	0	0	0	0	0	0	0	0	0	0	
P165_23	TOMM_12	TOMM	2	2	0	0	0	0	0	0	0	0	0	0	0	0	
P165_15	sidero_15	sidero	0	0	1	0	0	0	0	0	0	0	0	0	0	0	
P165_17	NRPS_0	NRPS	0	0	0	0	1	0	0	0	0	0	0	0	0	0	
P166_1	sidero_0	sidero	0	0	0	0	1	0	0	0	0	0	0	0	0	0	
P166_2	PKS_I_0	PKS	0	2	0	0	0	0	0	0	0	0	0	0	0	0	
P166_3	NRPS_0	NRPS	0	0	4	0	0	0	0	0	0	0	0	0	0	0	
P166_16	NRPS_516	NRPS	0	1	0	0	0	0	0	0	0	0	0	0	0	0	
P166_21	Lant_47	Lant	0	0	1	0	0	0	0	0	0	0	0	0	0	0	
P166_23	NRPS_0	NRPS	1	1	0	0	0	0	0	0	0	0	0	0	0	0	
P166_29	NRPS_312	NRPS	0	0	1	0	0	0	0	0	0	0	0	0	0	0	
P166_30	PKS_I_0	PKS	0	0	2	0	0	0	0	0	0	0	0	0	0	0	
P166_31	Lant_31	Lant	1	1	0	0	0	0	0	0	0	0	0	0	0	0	
P167_1	NRPS_217	NRPS	0	1	0	1	0	0	0	0	0	0	0	0	0	0	
P167_4	NRPS_166	NRPS	0	2	0	0	0	0	0	0	0	0	0	0	0	0	
P167_14	NRPS_529	NRPS	0	1	0	1	0	0	0	0	0	0	0	0	0	0	
P167_15	NRPS_462	NRPS	2	3	0	2	0	0	0	0	0	0	0	0	0	0	
P167_16	PKS_I_89	PKS	0	0	1	0	0	0	0	0	0	0	0	0	0	0	
P167_17	PKS_I_60	PKS	0	2	0	0	2	0	0	0	0	0	0	0	0	0	
P167_24	NRPS_230	NRPS	0	0	1	0	0	0	0	0	0	0	0	0	0	0	
P168_1	NRPS_221	NRPS	0	0	1	0	0	0	0	0	0	0	0	0	0	0	
P168_4	NRPS_519	NRPS	0	0	1	0	0	0	0	0	0	0	0	0	0	0	
P168_7	PKS_I_350	PKS	0	0	4	0	0	0	0	0	0	0	0	0	0	0	
P168_8	sidero_19	sidero	0	1	0	0	0	0	0	0	0	0	0	0	0	0	
P168_11	PKS_I_119	PKS	0	2	6	0	2	0	0	0	0	0	0	0	0	0	
P168_13	NRPS_594	NRPS	0	0	0	0	1	0	0	0	0	0	0	0	0	0	
P168_17	PKS_I_33	PKS	0	2	0	2	0	0	0	0	0	0	0	0	0	0	
P168_18	Phos_13	Phos	0	0	2	0	0	0	0	0	0	0	0	0	0	0	
P168_19	PKS_I_219	PKS	0	0	1	0	0	0	0	0	0	0	0	0	0	0	
P168_22	NRPS_446	NRPS	0	0	1	0	0	0	0	0	0	0	0	0	0	0	
P168_32	TOMM_85	TOMM	0	1	0	1	0	0	0	0	0	0	0	0	0	0	
P168_24	NRPS_95	NRPS	2	3	0	0	0	0	0	0	0	0	0	0	0	0	
P168_27	Lant_147	Lant	0	1	1	1	0	0	0	0	0	0	0	0	0	0	
P168_29	PKS_I_166	PKS	0	0	2	0	0	0	0	0	0	0	0	0	0	0	
P168_30	Lant_31	Lant	1	2	0	0	0	0	0	0	0	0	0	0	0	0	
P169_2	NRPS_422	NRPS	0	0	1	0	0	0	0	0	0	0	0	0	0	0	
P169_4	PKS_II_54	PKS	0	0	1	0	0	0	0	0	0	0	0	0	0	0	
P169_13	NRPS_605	NRPS	0	0	2	0	0	0	0	0	0	0	0	0	0	0	
P169_19	Lant_103	Lant	0	0	2	0	0	0	0	0	0	0	0	0	0	0	
P169_20	NRPS_0	NRPS	0	0	1	0	0	0	0	0	0	0	0	0	0	0	
P169_22	PKS_I_0	PKS	0	2	0	0	0	0	0	0	0	0	0	0	0	0	
P169_26	NRPS_524	NRPS	0	1	0	0	0	0	0	0	0	0	0	0	0	0	
P170_3	Phos_0	Phos	0	2	0	2	0	0	0	0	0	0	0	0	0	0	
P170_12	Lant_0	Lant	0	2	0	0	0	0	0	0	0	0	0	0	0	0	
P170_13	NRPS_95	NRPS	2	2	0	0	0	0	0	0	0	0	0	0	0	0	
P170_36	TOMM_15	TOMM	2	3	0	0	0	0	0	0	0	0	0	0	0	0	
P173_2	sidero_9	sidero	0	1	1	0	0	0	0	0	0	0	0	0	0	0	
P173_19	TOMM_85	TOMM	0	2	0	1	0	0	0	0	0	0	0	0	0	0	
P173_4	NRPS_0	NRPS	0	0	1	0	0	0	0	0	0	0	0	0	0	0	
P173_5	PKS_I_0	PKS	0	0	2	0	0	0	0	0	0	0	0	0	0	0	
P173_20	TOMM_24	TOMM	2	2	0	0	0	0	0	0	0	0	0	0	0	0	
P173_7	NRPS_0	NRPS	0	0	1	0	0	0	0	0	0	0	0	0	0	0	
P173_11	sidero_15	sidero	0	0	1	0	0	0	0	0	0	0	0	0	0	0	
P173_12	PKS_I_0	PKS	0	1	0	0	0	0	0	0	0	0	0	0	0	0	
P173_13	NRPS_0	NRPS	0	0	1	0	0	0	0	0	0	0	0	0	0	0	
P174_1	NRPS_354	NRPS	0	0	1	0	0	0	0	0	0	0	0	0	0	0	
P174_10	NRPS_373	NRPS	0	1	0	1	0	0	0	0	0	0	0	0	0	0	
P174_12	NRPS_95	NRPS	1	2	0	0	0	0	0	0	0	0	0	0	0	0	
P174_63	Lant_46	Lant	0	0	1	0	0	0	0	0	0	0	0	0	0	0	
P175_1	NRPS_95	NRPS	2	3	0	0	0	0	0	0	0	0	0	0	0	0	
P175_5	Lant_113	Lant	0	0	1	0	0	0	0	0	0	0	0	0	0	0	
P175_8	NRPS_379	NRPS	0	0	0	0	1	0	0	0	0	0	0	0	0	0	
P175_9	Phos_17	Phos	0	0	2	0	0	0	0	0	0	0	0	0	0	0	
P175_11	NRPS_132	NRPS	0	0	1	0	0	0	0	0	0	0	0	0	0	0	
P175_16	NRPS_225	NRPS	0	1	2	0	0	0	0	0	0	0	0	0	0	0	
P175_20	NRPS_564	NRPS	0	0	0	1	0	0	0	0	0	0	0	0	0	0	
P175_21	NRPS_429	NRPS	1	1	0	0	0	0	0	0	0	0	0	0	0	0	
P175_22	PKS_I_337	PKS	0	0	1	0	0	0	0	0	0	0	0	0	0	0	
P175_25	Lant_122	Lant	1	1	0	0	0	0	0	0	0	0	0	0	0	0	
P175_30	PKS_I_177	PKS	0	1	0	0	0	0	0	0	0	0	0	0	0	0	
P176_2	NRPS_225	NRPS	0	1	2	0	0	0	0	0	0	0	0	0	0	0	
P176_4	Lant_122	Lant	1	1	0	0	0	0	0	0	0	0	0	0	0	0	
P176_5	NRPS_238	NRPS	0	1	0	0	0	0	0	0	0	0	0	0	0	0	
P176_6	NRPS_95	NRPS	2	4	0	0	0	0	0	0	0	0	0	0	0	0	
P176_7	NRPS_404	NRPS	2	2	0	0	0	0	0	0	0	0	0	0	0	0	
P176_8	NRPS_354	NRPS	0	0	2	0	0	0	0	0	0	0	0	0	0	0	
P176_9	PKS_II_56	PKS	0	0	1	0	0	0	0	0	0	0	0	0	0	0	
P176_12	Phos_17	Phos	0	0	2	0	0	0	0	0	0	0	0	0	0	0	
P176_13	PKS_I_363	PKS	0	0	1	0	0	0	0	0	0	0	0	0	0	0	
P176_17	PKS_I_18	PKS	0	1	0	1	0	0	0	0	0	0	0	0	0	0	
P176_18	PKS_I_101	PKS	0	0	1	0	0	0	0	0	0	0	0	0	0	0	
P176_19	PKS_I_177	PKS	0	1	0	0	0	0	0	0	0	0	0	0	0	0	
P176_22	NRPS_373	NRPS	0	1	0	1	0	0	0	0	0	0	0	0	0	0	
P176_27	Lant_46	Lant	0	0	1	0	0	0	0	0	0	0	0	0	0	0	
P176_28	NRPS_506	NRPS	0	0	1	0	0	0	0	0	0	0	0	0	0	0	
P177_1	NRPS_95	NRPS	2	3	0	0	0	0	0	0	0	0	0	0	0	0	
P177_5	Lant_113	Lant	0	0	1	0	0	0	0	0	0	0	0	0	0	0	
P177_6	PKS_I_177	PKS	0	1	0	0	0	0	0	0	0	0	0	0	0	0	
P177_9	Phos_17	Phos	0	0	2	0	0	0	0	0	0	0	0	0	0	0	
P177_11	NRPS_132	NRPS	0	0	1	0	0	0	0	0	0	0	0	0	0	0	
P177_13	Lant_122	Lant	1	1	0	0	0	0	0	0	0	0	0	0	0	0	
P177_16	NRPS_225	NRPS	0	1	2	0	0	0	0	0	0	0	0	0	0	0	
P177_20	NRPS_379	NRPS	0	0	0	0	1	0	0	0	0	0	0	0	0	0	
P177_23	NRPS_564	NRPS	0	0	0	1	0	0	0	0	0	0	0	0	0	0	
P177_24	NRPS_429	NRPS	1	1	0	0	0	0	0	0	0	0	0	0	0	0	
P177_25	PKS_I_337	PKS	0	0	1	0	0	0	0	0	0	0	0	0	0	0	
P178_40	TOMM_46	TOMM	0	1	0	1	0	0	0	0	0	0	0	0	0	0	
P178_4	PKS_I_280	PKS	0	2	2	2	0	0	0	0	0	0	0	0	0	0	
P178_5	PKS_II_45	PKS	0	0	1	0	0	0	0	0	0	0	0	0	0	0	
P178_14	PKS_I_0	PKS	0	0	1	0	0	0	0	0	0	0	0	0	0	0	
P178_15	Lant_147	Lant	0	1	0	1	0	0	0	0	0	0	0	0	0	0	
P178_20	PKS_I_119	PKS	0	0	4	0	2	0	0	0	0	0	0	0	0	0	
