BGC	macb	mfs4	tonb_rec	mfs	mfs5	abc_mem	abc_mem2	mfs2	abc_mem3	abc_cdc	abc_tran	mfs3	
BGC0000572	0	0	0	0	0	0	0	0	0	0	1	0	
BGC0001331	0	0	0	0	0	0	0	0	0	0	1	0	
BGC0001330	0	0	0	0	0	0	0	0	0	0	1	0	
BGC0000250	0	0	0	0	0	0	0	0	0	0	1	0	
BGC0000804	0	0	0	0	0	0	0	0	0	0	1	0	
BGC0000349	0	0	0	0	0	2	0	0	0	0	2	0	
BGC0000546	0	0	0	0	0	1	0	0	0	0	2	0	
BGC0001341	0	0	0	0	0	0	0	0	0	0	1	0	
BGC0000551	0	0	0	0	0	1	0	0	0	0	2	0	
BGC0000351	0	0	0	0	0	2	0	0	0	0	1	0	
BGC0001222	0	0	0	0	0	0	0	0	0	0	1	0	
BGC0000582	0	0	0	0	0	0	0	0	0	0	1	0	
BGC0000501	0	0	0	0	0	1	0	0	0	0	2	0	
BGC0001092	0	0	0	0	0	0	0	0	0	0	2	0	
BGC0000568	0	0	0	0	0	0	0	0	0	0	1	0	
BGC0000491	0	0	0	0	0	0	0	0	0	0	1	0	
BGC0000565	0	0	0	0	0	0	0	0	0	0	2	0	
BGC0001638	0	0	0	0	0	1	0	0	0	0	1	0	
BGC0000592	0	0	0	0	0	1	0	0	0	0	1	0	
BGC0000602	0	0	0	0	0	0	0	0	0	0	1	0	
BGC0000306	0	0	0	0	0	0	0	0	0	0	1	0	
BGC0000518	0	0	0	0	0	0	0	0	0	0	1	0	
BGC0001576	0	0	0	0	0	1	0	0	0	0	1	0	
BGC0000534	0	0	0	0	0	1	0	0	0	0	1	0	
BGC0000583	0	0	0	0	0	0	0	0	0	0	1	0	
BGC0000339	0	0	0	0	0	0	0	0	0	0	1	0	
BGC0000331	0	0	0	0	0	1	0	0	0	0	1	0	
BGC0001033	0	0	0	0	0	0	0	0	0	0	1	0	
BGC0001652	0	0	0	0	0	0	0	0	0	0	1	0	
BGC0000448	0	0	0	0	0	0	0	0	0	0	1	0	
BGC0000332	0	0	0	0	0	1	0	0	0	0	1	0	
BGC0001018	0	0	0	0	0	1	0	0	0	0	1	0	
BGC0001015	0	0	0	0	0	1	0	0	0	0	1	0	
BGC0000594	0	0	0	0	0	1	0	0	0	0	1	0	
BGC0000298	0	0	0	0	0	1	0	0	0	0	1	0	
BGC0001667	0	0	0	0	0	1	0	0	0	0	1	0	
BGC0000302	0	0	0	0	0	1	0	0	0	0	1	0	
BGC0000397	0	0	0	0	0	1	0	0	0	0	1	0	
BGC0001748	0	0	0	0	0	1	0	0	0	0	1	0	
BGC0000484	0	0	0	0	0	1	0	0	0	0	1	0	
BGC0001016	0	0	0	0	0	1	0	0	0	0	1	0	
BGC0001028	0	0	0	0	0	1	0	0	0	0	1	0	
BGC0001705	0	0	0	0	0	1	0	0	0	0	1	0	
BGC0000430	0	0	0	0	0	1	0	0	0	0	1	0	
BGC0001017	0	0	0	0	0	1	0	0	0	0	1	0	
BGC0000428	0	0	0	0	0	0	0	0	0	0	1	0	
BGC0000522	0	0	0	0	0	0	0	0	0	0	1	0	
BGC0001743	0	0	0	0	0	0	0	0	0	0	1	0	
BGC0000301	0	0	0	0	0	1	0	0	0	0	1	0	
BGC0001125	0	0	0	0	0	0	0	0	0	0	1	0	
BGC0001329	0	0	0	0	0	1	0	0	0	0	1	0	
BGC0000494	0	0	0	0	0	0	0	0	0	0	1	0	
BGC0000620	0	0	0	0	0	0	0	0	0	0	1	0	
BGC0000762	0	0	0	0	0	0	0	0	0	0	1	0	
BGC0000490	0	0	0	0	0	0	0	0	0	0	1	0	
BGC0000508	0	0	0	0	0	2	0	0	0	0	1	0	
BGC0001291	0	0	0	0	0	0	0	0	0	0	1	0	
BGC0000679	0	0	0	0	0	1	0	0	0	0	1	0	
BGC0000374	0	0	0	0	0	0	0	0	0	0	1	0	
BGC0000553	0	0	0	0	0	1	0	0	0	0	0	0	
BGC0000297	0	0	0	0	0	1	0	0	0	0	0	0	
BGC0000531	0	0	0	0	0	1	0	0	0	0	0	0	
